Country,partyID,partyNAME
Taiwan,1580006,  Taiwan Solidarity Union (TSU)
Taiwan,1580007,  Non-Partisan Solidarity Union (NPSU)
Taiwan,1580008,  Taiwan Farmers' Party (TFP)
Taiwan,1580009,  The Third Society Party (TSP)
Taiwan,1580010,  Pan-Green Coalition (DPP - TSU - TAIP) - SEE POLITY NOTES
Taiwan,1580011,  Pan-Blue Coalition (KMT - PFP - NP) - SEE POLITY NOTES
Taiwan,1580012,  Hakka Party
Taiwan,1580013,  New Power Party (NPP)
Taiwan,1580014,  Taiwan People's Party (TPP)
Taiwan,1580015,  Free National Health Insurance Alliance (NHSA)
Taiwan,1580016,  Taiwan Independence Party (TAIP)
Taiwan,1580017,  Taiwan Constitution Association (TCA)
Taiwan,1580018,  China Youth Party (YCP)
Taiwan,1580019,  Civil Party
Taiwan,1580020,  Communist Party
Taiwan,1580021,  Democracy School
Taiwan,1580022,  Labor Party
Taiwan,1580023,  Liberal Party
Taiwan,1580024,  People Largest Party
Taiwan,1580025,  Republic of China the Basic Laws of Taiwan Corporation
Taiwan,1580026,  Taiwan National Congress
Taiwan,1580027,  Taiwanism Party
Taiwan,1580028,  Red Party / Home Party
Taiwan,1580029,  Minkuotang (MKT)
Taiwan,1580030,  Taiwan Statebuilding Party (TSP)
Taiwan,1580031,  Faith and Hope League (FHL)
Taiwan,1580032,  Trees Party (TP)
Taiwan,1580033,  Chinese Unionist Party (CUP) - SEE POLITY NOTES
Taiwan,1580034,  Free Taiwan Party (FTP)
Taiwan,1580035,"  Military, Civil and Faculty Alliance Party (MCFAP)"
Taiwan,1580036,  Peace Dove Alliance Party (PDAP)
Taiwan,1580037,  People Boss Party
Taiwan,1580038,  Social Democratic Party (SDP)
Taiwan,1580039,  The Motorist Party of the ROC
Taiwan,1580040,  Congress Party Alliance (CPA)
Taiwan,1580041,  Taiwan Renewal Party  
Taiwan,1580042,  Stabilizing Force Party (SFP)
Taiwan,1580043,  Taiwan Action Party Alliance (TAPA)
Taiwan,1580044,  United Action Alliance (UAA)
Taiwan,1580045,  Formosa Alliance (FA)
Taiwan,1580046,  Interfaith Union (IU)
Taiwan,1580047,  Taiwan Animal Protection Party (TAPP)
Taiwan,1580048,  Sovereign State for Formosa and Pescadores Party  
Taiwan,1580049,  Can't Stop This Party
Taiwan,1580050,  PAN-PACiFiC EP Union Party
Taiwan,1580051,  Great Love Constitutional Reform Alliance
Taiwan,1580052,  Judicial Justice Party (JJP)
Taiwan,1580053,  Peace Pidgeon Union Party (PPUP)
Taiwan,1580100,  Green-Social Democratic Coalition (GP - SDP)
Thailand,7640001,  For Thais Party (PPT)
Thailand,7640002,  Democrat Party (DP)
Thailand,7640003,  Thai Pride Party (BJT)
Thailand,7640004,  Love Thailand Party
Thailand,7640005,  Thai Nation Development Party (CP)
Thailand,7640006,  National Development of the Motherland Party - SEE POLITY NOTES
Thailand,7640007,  Peaceloving Party
Thailand,7640008,  Motherland Party (Phak Matunhum Party)
Thailand,7640009,  Power of Choburi Party
Thailand,7640010,  State Power Party (PPRP)
Thailand,7640012,  People's Nation Party
Thailand,7640013,  New Politics Party (KMM)
Thailand,7640014,  People's Power Party (PPP)
Thailand,7640015,  Great People Party - SEE ELECTION STUDY NOTES
Thailand,7640016,  New Democracy Party
Thailand,7640017,  Social Action Party
Thailand,7640018,  Royal People Party (PRP)
Thailand,7640019,  For the Motherland Party (Puea Pandin Party)
Thailand,7640020,  Thai Citizen Party
Thailand,7640021,  Thai Nation Party (CTP)
Thailand,7640022,  Thai Rak Thai Party (TRT)
Thailand,7640023,  New Aspiration Party
Thailand,7640024,  Neutral Democratic Party (MCM)
Thailand,7640025,  Referendum Party - SEE ELECTION STUDY NOTES
Thailand,7640026,  National Development Party
Thailand,7640027,  Justice and Freedom Party
Thailand,7640028,  Chao Thai Party
Thailand,7640029,  People's Power (AmnatP) - SEE ELECTION STUDY NOTES
Thailand,7640030,  Rassadorn Party
Thailand,7640031,  Future Forward Party (FFP)
Thailand,7640032,  Thai Liberal Party (TLP)
Thailand,7640033,  New Economics Party (NEP)
Thailand,7640034,  Puea Chat Party (PCP)
Thailand,7640035,  Action Coalition for Thailand (ACT)
Thailand,7640036,  Thai Local Power Party (TLP)
Thailand,7640037,  Thai Forest Conversation Party (FCP)
Thailand,7640060,  Thais United National Development Party - SEE POLITY NOTES
Thailand,7649990,  No Vote - SEE POLITY NOTES
Tunisia,7880001,  Ennahda Movement
Tunisia,7880002,  Heart of Tunisia
Tunisia,7880003,  Free Destourian Party 
Tunisia,7880004,  Democratic Current
Tunisia,7880005,  Dignity Coalition
Tunisia,7880006,  People's Movement
Tunisia,7880007,  Long Live Tunisia 
Tunisia,7880008,  Republican People's Union
Tunisia,7880009,  Aich Tounsi
Tunisia,7880010,  Tunisian Alternative
Tunisia,7880011,  Nidaa Tounes
Tunisia,7880012,  Machrouu Tounes
Tunisia,7880013,  Popular Front 
Tunisia,7880014,  Democratic and Social Union (VDS-PR-MDS)
Tunisia,7880015,  Rahma Party
Tunisia,7880016,  Current of Love
Tunisia,7880017,  The Free Patriotic Union Party
Tunisia,7880018,  National Destourian Initiative 
Tunisia,7880019,  Movement Party
Tunisia,7880020,  Democratic Forum for Labor and Liberties
Tunisia,7880021,  The Hope Party
Tunisia,7880100,  Kais Saied - SEE POLITY NOTES
Tunisia,7880101,  Abdelkrim Zbidi - SEE POLITY NOTES
Tunisia,7880102,  Safi Said - SEE POLITY NOTES
Tunisia,7880103,  Hamma Hammami - SEE POLITY NOTES
Turkey,7920001,  Justice and Development Party (AKP)
Turkey,7920002,  Republican People's Party (CHP)
Turkey,7920003,  Nationalist Action Party (MHP)
Turkey,7920004,  Peoples' Democratic Party (HDP) - SEE POLITY NOTES
Turkey,7920005,  Felicity Party (SP)
Turkey,7920006,  Patriotic Party (VP)
Turkey,7920007,  Good Party (IYI)
Turkey,7920009,  People's Voice Party (HSP)
Turkey,7920010,  Young Party (GP)
Turkey,7920011,  Anatolia Party (AnaParti)
Turkey,7920012,  Democratic Left Party (DSP)
Turkey,7920013,  Democratic Party (DP)
Turkey,7920014,  Free Cause Party (Hueda-Par)
Turkey,7920015,  Great Union Party (BBP)
Turkey,7920016,  Peace and Democratic Party (BDP) - SEE POLITY NOTES
Turkey,7920017,  Rights and Equality Party (HEPAR)
Ukraine,8040010,  Communist Party of Ukraine
Ukraine,8040011,  People's Ruks of Ukraine
Ukraine,8040012,  Socialist Party of Ukraine
Ukraine,8040013,  Peasants Party of Ukraine
Ukraine,8040014,  Party of Greens of Ukraine
Ukraine,8040015,  People's-Democratic Party
Ukraine,8040016,"  All-Ukraine Association ""Gromada"""
Ukraine,8040017,  Progressive Socialist Party
Ukraine,8040018,  Social-Democratic Party
Ukraine,8040019,  Agrarian Party of Ukraine
Ukraine,8040020,Reforms and Order
Ukraine,8040021,  Citizen's Congress of Ukraine
Ukraine,8040022,  Ukrainian Party of Justice
Ukraine,8040023,  Congress of Ukrainian Nationalists
Ukraine,8040024,  Ukrainian Conservative Republican
Ukraine,8040025,  Ukrainian Republican Party
Ukraine,8040026,  Liberal Party of Ukraine
Ukraine,8040027,  Labor Party of Ukraine
Ukraine,8040028,  Christian-People's Union
Ukraine,8040029,  Ukrainian Christian-Democratic
Ukraine,8040030,  Christian-Democratic Party
Ukraine,8040031,  Democratic Party of Ukraine
Ukraine,8040032,  Party of Economic Revival
Ukraine,8040033,  Party of National-Economic Development
Ukraine,8040034,Union
Ukraine,8040035,Inter-Regional Block of Reforms
Ukraine,8040036,Region Revival of Ukraine
Ukraine,8040037,  All-Ukrainian Party of Workers
Ukraine,8040038,"  All-Ukrainian Party ""Female Initiatives"""
Ukraine,8040039,  Republican Christian Party
Ukraine,8040040,"  Party ""Ukrainian National Assembly"""
Ukraine,8040041,  Social-Democratic Party
Ukraine,8040042,  Party of Fatherland's Defenders
Ukraine,8040043,"  Party of Spiritual, Economical"
Ukraine,8040044,  Party of Muslims of Ukraine
Ukraine,8040045,  Social-National Party
Ukraine,8040046,  State Independence of Ukraine
Ukraine,8040047,  Liberal Democratic Party
Ukraine,8040048,  Ukrainian Peasant Democratic
Ukraine,8040049,  Constitutional-Democratic Party
Ukraine,8040050,  Electoral Block of Socialist Party of Ukraine
Ukraine,8040051,"  Electoral Block ""Labor Party"""
Ukraine,8040052,"  Electoral block of Parties ""National Front"""
Ukraine,8040053,"  Electoral Block ""Labor Ukraine"""
Ukraine,8040054,"  Electoral Block ""Go On, Ukraine"""
Ukraine,8040055,"  Electoral Block ""Democratic Parties NEP"""
Ukraine,8040056,"  Electoral Block ""SLON - Social-Liberal Association"""
Ukraine,8040057,"  Electoral Block ""Less Words"""
Ukraine,8040058,"  Electoral Block ""European Choice of Ukraine"""
United States of America,8400001,  Republican Party (GOP)
United States of America,8400002,  Democratic Party (DEM)
United States of America,8400003,  Libertarian Party (LIB)
United States of America,8400004,  Reform Party (REF)
United States of America,8400005,  Green Party (GPUS)
United States of America,8400006,  Constitution Party (Con)
Uruguay,8580001,  Broad Front (FA)
Uruguay,8580002,  National Party (PN) - SEE POLITY NOTES
Uruguay,8580003,  Colorado Party
Uruguay,8580004,  Independent Party (PI)
Uruguay,8580005,  Popular Assembly
Uruguay,8580006,  Civic Union
Uruguay,8580007,  Open Cabildo
Uruguay,8580008,  Intransigent Radical Ecology Party (PERI)
Uruguay,8580009,  People's Party
Uruguay,8580010,  Popular Unity - SEE POLITY NOTES
Uruguay,8580011,  Green Animalist Party (PVA)
Uruguay,8580012,  Digital Party
Uruguay,8580013,  Worker's Party
Great Britain,8260001,  Conservatives (Con)
Great Britain,8260002,  Labor (Lab)
Great Britain,8260003,  Liberal Democrats (LD)
Great Britain,8260004,  Scottish National Party (SNP)  - SEE POLITY NOTES
Great Britain,8260005,  Green Party (GP)
Great Britain,8260006,  Plaid Cymru (PC)  - SEE POLITY NOTES
Great Britain,8260007,  United Kingdom Independence Party (UKIP)
Great Britain,8260008,  Brexit Party (BP)
Great Britain,8260009,  British National Party (BNP)
